nombre,apellidos,correo electrónico,contraseña temporal,carrera,ciclo
José,Vargas Soto,32697695@sima.com,josé123,Ingeniería de Sistemas e Informática,3
Diego,Mendoza López,66797533@sima.com,diego123,Ciencias de la Comunicación,7
Paula,Vargas Soto,67585483@sima.com,paula123,Ingeniería Industrial,8
Luis,Cruz Fernández,50379647@sima.com,luis123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Kevin,Ramos Medina,57102464@sima.com,kevin123,Enfermería,3
Paula,Quispe Mamani,64517040@sima.com,paula123,Ingeniería Industrial,2
José,García Pérez,62050891@sima.com,josé123,Ingeniería de Minas,6
Paula,Castillo Huamán,90869926@sima.com,paula123,Ingeniería Eléctrica,8
Diego,Vargas Soto,31528723@sima.com,diego123,Medicina Humana,10
Alonso,Cruz Fernández,25412835@sima.com,alonso123,Ingeniería de Minas,8
Camila,Paredes Silva,53329966@sima.com,camila123,Ingeniería de Minas,10
Valeria,Vargas Soto,84001048@sima.com,valeria123,Ingeniería de Minas,1
Andrea,Torres Díaz,96081954@sima.com,andrea123,Tecnología Médica - Radiología,6
Miguel,Flores Rojas,56594931@sima.com,miguel123,Ingeniería Ambiental,2
Alonso,Cruz Fernández,38701367@sima.com,alonso123,Odontología,9
Ana,Vargas Soto,84532469@sima.com,ana123,Derecho,10
Alonso,Quispe Mamani,16354224@sima.com,alonso123,Ingeniería Eléctrica,1
Miguel,Torres Díaz,90263704@sima.com,miguel123,Ingeniería Eléctrica,8
Kevin,Ramos Medina,10852049@sima.com,kevin123,Ingeniería Mecánica,1
María,Paredes Silva,71776851@sima.com,maría123,Tecnología Médica - Terapia Física y Rehabilitación,6
Andrea,Castillo Huamán,78776955@sima.com,andrea123,Ingeniería Eléctrica,1
Ricardo,Cruz Fernández,97725574@sima.com,ricardo123,Ingeniería Mecatrónica,8
Kevin,García Pérez,63918537@sima.com,kevin123,Ingeniería Industrial,2
Daniela,García Pérez,86284973@sima.com,daniela123,Medicina Humana,5
Luis,Quispe Mamani,57560774@sima.com,luis123,Odontología,2
Fernando,Vargas Soto,60530871@sima.com,fernando123,Ingeniería Mecatrónica,4
Camila,Castillo Huamán,94063701@sima.com,camila123,Nutrición y Dietética,3
Carlos,Castillo Huamán,55594445@sima.com,carlos123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Ricardo,Ramos Medina,99685229@sima.com,ricardo123,Ingeniería Ambiental,4
Paula,Cruz Fernández,38550695@sima.com,paula123,Ingeniería de Minas,4
Diego,Ramos Medina,52478511@sima.com,diego123,Derecho,8
Sofía,Flores Rojas,94595047@sima.com,sofía123,Ingeniería Empresarial,8
Ricardo,García Pérez,51226170@sima.com,ricardo123,Tecnología Médica - Radiología,5
Jorge,Quispe Mamani,30577490@sima.com,jorge123,Medicina Humana,1
Kevin,Flores Rojas,41433697@sima.com,kevin123,Odontología,5
Fernando,Quispe Mamani,92109420@sima.com,fernando123,Ingeniería Mecánica,3
Valeria,Paredes Silva,31593175@sima.com,valeria123,Ingeniería Mecánica,10
Andrea,Flores Rojas,49544620@sima.com,andrea123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,7
Camila,Paredes Silva,61771835@sima.com,camila123,Ingeniería Civil,9
Diego,Ramos Medina,36621898@sima.com,diego123,Ingeniería Industrial,3
Jorge,Torres Díaz,52361990@sima.com,jorge123,Ingeniería Empresarial,6
Luis,Mendoza López,59990993@sima.com,luis123,Ingeniería Empresarial,9
Alonso,Vargas Soto,61126893@sima.com,alonso123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,4
Fernando,Mendoza López,87978337@sima.com,fernando123,Ingeniería Industrial,8
Lucía,Vargas Soto,26872269@sima.com,lucía123,Ingeniería Mecatrónica,8
Kevin,Torres Díaz,97849076@sima.com,kevin123,Arquitectura,1
Camila,Mendoza López,85279554@sima.com,camila123,Ingeniería Mecatrónica,3
Alonso,Mendoza López,23848665@sima.com,alonso123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Fernando,Quispe Mamani,91883288@sima.com,fernando123,Ingeniería Industrial,7
María,Torres Díaz,82319118@sima.com,maría123,Arquitectura,8
Valeria,Ramos Medina,59900838@sima.com,valeria123,Enfermería,5
Alonso,Castillo Huamán,90715735@sima.com,alonso123,Ingeniería Eléctrica,3
Carlos,Quispe Mamani,32364753@sima.com,carlos123,Odontología,6
Ricardo,Flores Rojas,38186914@sima.com,ricardo123,Medicina Humana,7
Miguel,Vargas Soto,59814451@sima.com,miguel123,Tecnología Médica - Terapia Física y Rehabilitación,5
Paula,Quispe Mamani,78813729@sima.com,paula123,Ingeniería Industrial,4
Camila,Vargas Soto,50947834@sima.com,camila123,Nutrición y Dietética,6
Kevin,Paredes Silva,43130953@sima.com,kevin123,Ingeniería Industrial,5
Valeria,Cruz Fernández,78524362@sima.com,valeria123,Ingeniería de Sistemas e Informática,6
Luis,García Pérez,79753306@sima.com,luis123,Nutrición y Dietética,6
Kevin,Quispe Mamani,73595719@sima.com,kevin123,Ciencias de la Comunicación,10
Elena,Torres Díaz,29633870@sima.com,elena123,Ingeniería de Sistemas e Informática,7
Daniela,Quispe Mamani,76350377@sima.com,daniela123,Ingeniería de Sistemas e Informática,7
Kevin,Torres Díaz,15315758@sima.com,kevin123,Ingeniería Industrial,7
Paula,Castillo Huamán,23591102@sima.com,paula123,Arquitectura,9
Kevin,Quispe Mamani,67551009@sima.com,kevin123,Tecnología Médica - Terapia Física y Rehabilitación,3
José,Ramos Medina,12743358@sima.com,josé123,Ciencias de la Comunicación,5
Valeria,Quispe Mamani,10657730@sima.com,valeria123,Odontología,1
Valeria,Flores Rojas,69659487@sima.com,valeria123,Tecnología Médica - Radiología,1
Valeria,García Pérez,99347486@sima.com,valeria123,Ingeniería de Sistemas e Informática,3
Daniela,Vargas Soto,44745538@sima.com,daniela123,Arquitectura,3
Jorge,Ramos Medina,35813091@sima.com,jorge123,Ingeniería Mecánica,6
Paula,Quispe Mamani,62243006@sima.com,paula123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Paula,Vargas Soto,15920519@sima.com,paula123,Nutrición y Dietética,5
Kevin,Paredes Silva,98371239@sima.com,kevin123,Farmacia y Bioquímica,6
Diego,Quispe Mamani,95529761@sima.com,diego123,Ingeniería Mecatrónica,4
José,García Pérez,34657079@sima.com,josé123,Ingeniería Empresarial,1
Lucía,Ramos Medina,35782801@sima.com,lucía123,Derecho,6
Miguel,Castillo Huamán,44886546@sima.com,miguel123,Tecnología Médica - Radiología,7
Valeria,Cruz Fernández,65924033@sima.com,valeria123,Ingeniería Ambiental,2
Paula,Castillo Huamán,52786765@sima.com,paula123,Ingeniería Industrial,6
Lucía,Castillo Huamán,56731957@sima.com,lucía123,Tecnología Médica - Terapia Física y Rehabilitación,8
Andrea,Quispe Mamani,92710411@sima.com,andrea123,Farmacia y Bioquímica,7
Andrea,Torres Díaz,92217925@sima.com,andrea123,Ingeniería Ambiental,10
Paula,Vargas Soto,66469377@sima.com,paula123,Ingeniería de Sistemas e Informática,2
Ricardo,Castillo Huamán,87170652@sima.com,ricardo123,Medicina Humana,9
Ana,Mendoza López,53058451@sima.com,ana123,Ingeniería de Minas,3
Fernando,Castillo Huamán,26650761@sima.com,fernando123,Nutrición y Dietética,9
María,Ramos Medina,73132570@sima.com,maría123,Enfermería,1
Miguel,Quispe Mamani,49496406@sima.com,miguel123,Ingeniería Industrial,1
Jorge,Ramos Medina,74604261@sima.com,jorge123,Odontología,3
Andrea,Vargas Soto,86162007@sima.com,andrea123,Derecho,2
Daniela,García Pérez,41792434@sima.com,daniela123,Odontología,10
Ricardo,Paredes Silva,46942793@sima.com,ricardo123,Nutrición y Dietética,4
Valeria,Mendoza López,74662516@sima.com,valeria123,Tecnología Médica - Radiología,2
Sofía,Castillo Huamán,96853815@sima.com,sofía123,Derecho,2
Jorge,Mendoza López,21784674@sima.com,jorge123,Tecnología Médica - Terapia Física y Rehabilitación,3
José,Mendoza López,12530766@sima.com,josé123,Ingeniería de Minas,1
Valeria,Ramos Medina,42694224@sima.com,valeria123,Derecho,3
Camila,Cruz Fernández,96009098@sima.com,camila123,Ingeniería Civil,4
Valeria,Torres Díaz,91325721@sima.com,valeria123,Ingeniería de Sistemas e Informática,2
Camila,Ramos Medina,82252730@sima.com,camila123,Ingeniería Industrial,4
Andrea,García Pérez,61454112@sima.com,andrea123,Derecho,2
Ricardo,Mendoza López,15560240@sima.com,ricardo123,Farmacia y Bioquímica,4
José,Cruz Fernández,78920860@sima.com,josé123,Ingeniería Mecánica,10
Kevin,García Pérez,72371845@sima.com,kevin123,Medicina Humana,8
Fernando,Vargas Soto,17643474@sima.com,fernando123,Farmacia y Bioquímica,4
Lucía,Vargas Soto,46161131@sima.com,lucía123,Enfermería,7
Paula,Paredes Silva,61078338@sima.com,paula123,Ingeniería Empresarial,5
Carlos,Cruz Fernández,35785561@sima.com,carlos123,Ingeniería Civil,9
Fernando,Vargas Soto,18573331@sima.com,fernando123,Ingeniería Mecánica,7
Paula,Cruz Fernández,29461648@sima.com,paula123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Fernando,Paredes Silva,24432585@sima.com,fernando123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Daniela,Castillo Huamán,94052567@sima.com,daniela123,Ingeniería de Minas,4
Ricardo,Ramos Medina,63744276@sima.com,ricardo123,Ingeniería de Minas,6
Diego,Vargas Soto,54978658@sima.com,diego123,Ingeniería de Sistemas e Informática,10
Fernando,Castillo Huamán,45913078@sima.com,fernando123,Tecnología Médica - Terapia Física y Rehabilitación,2
Ricardo,García Pérez,59119286@sima.com,ricardo123,Enfermería,6
Ana,García Pérez,98159182@sima.com,ana123,Ingeniería de Minas,2
María,Cruz Fernández,96897138@sima.com,maría123,Odontología,4
Diego,Torres Díaz,66878412@sima.com,diego123,Ingeniería Industrial,7
Andrea,Torres Díaz,63992783@sima.com,andrea123,Ingeniería Mecánica,1
Ricardo,Quispe Mamani,85468458@sima.com,ricardo123,Tecnología Médica - Terapia Física y Rehabilitación,5
Andrea,Castillo Huamán,12283709@sima.com,andrea123,Tecnología Médica - Radiología,1
María,Quispe Mamani,66697280@sima.com,maría123,Arquitectura,1
Kevin,García Pérez,43337186@sima.com,kevin123,Ingeniería Mecánica,9
Ana,Vargas Soto,97505282@sima.com,ana123,Ingeniería Mecatrónica,6
Daniela,Cruz Fernández,56358153@sima.com,daniela123,Ciencias de la Comunicación,2
Elena,Torres Díaz,16814798@sima.com,elena123,Odontología,8
Luis,Mendoza López,75257735@sima.com,luis123,Ciencias de la Comunicación,8
Diego,Quispe Mamani,32239496@sima.com,diego123,Derecho,9
Fernando,Castillo Huamán,11841889@sima.com,fernando123,Arquitectura,6
Fernando,Cruz Fernández,76206775@sima.com,fernando123,Ingeniería Ambiental,10
María,García Pérez,52653297@sima.com,maría123,Ingeniería Empresarial,10
Ana,Ramos Medina,19116187@sima.com,ana123,Ingeniería Eléctrica,8
Camila,Quispe Mamani,64844529@sima.com,camila123,Medicina Humana,5
Miguel,García Pérez,89606841@sima.com,miguel123,Arquitectura,1
Ana,Quispe Mamani,79400994@sima.com,ana123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,6
María,Vargas Soto,49298331@sima.com,maría123,Farmacia y Bioquímica,4
María,Vargas Soto,44843950@sima.com,maría123,Tecnología Médica - Radiología,4
José,Castillo Huamán,60114247@sima.com,josé123,Arquitectura,6
Alonso,Flores Rojas,79404264@sima.com,alonso123,Farmacia y Bioquímica,9
Elena,Ramos Medina,45679174@sima.com,elena123,Odontología,3
Daniela,Vargas Soto,46146426@sima.com,daniela123,Ingeniería Empresarial,4
José,García Pérez,46763869@sima.com,josé123,Nutrición y Dietética,6
María,Quispe Mamani,79235005@sima.com,maría123,Ingeniería de Minas,10
Diego,Paredes Silva,89905944@sima.com,diego123,Ingeniería Mecatrónica,10
José,Paredes Silva,79170270@sima.com,josé123,Farmacia y Bioquímica,7
Carlos,Ramos Medina,77696203@sima.com,carlos123,Tecnología Médica - Radiología,6
Camila,Mendoza López,30137903@sima.com,camila123,Nutrición y Dietética,6
Valeria,Vargas Soto,80996910@sima.com,valeria123,Medicina Humana,8
Jorge,García Pérez,95982792@sima.com,jorge123,Nutrición y Dietética,9
Diego,Vargas Soto,92029808@sima.com,diego123,Ingeniería Industrial,2
Ana,Cruz Fernández,37979439@sima.com,ana123,Ingeniería Empresarial,6
Camila,Mendoza López,68706214@sima.com,camila123,Derecho,7
Sofía,Cruz Fernández,56606758@sima.com,sofía123,Nutrición y Dietética,10
Ricardo,Ramos Medina,57780863@sima.com,ricardo123,Ingeniería Mecánica,7
Elena,Castillo Huamán,17675710@sima.com,elena123,Tecnología Médica - Terapia Física y Rehabilitación,1
José,Torres Díaz,95664711@sima.com,josé123,Enfermería,3
Diego,García Pérez,44269205@sima.com,diego123,Medicina Humana,10
María,Vargas Soto,70757137@sima.com,maría123,Ingeniería de Sistemas e Informática,6
Fernando,Paredes Silva,63404567@sima.com,fernando123,Ingeniería Mecánica,6
Sofía,Quispe Mamani,19854817@sima.com,sofía123,Ingeniería de Minas,7
Andrea,Castillo Huamán,62047386@sima.com,andrea123,Ingeniería Eléctrica,6
Ana,Castillo Huamán,72418894@sima.com,ana123,Odontología,5
Andrea,Vargas Soto,36641088@sima.com,andrea123,Enfermería,8
Valeria,Vargas Soto,38976825@sima.com,valeria123,Ingeniería Ambiental,3
Miguel,García Pérez,61464920@sima.com,miguel123,Ingeniería Mecánica,6
Ana,Cruz Fernández,80070267@sima.com,ana123,Nutrición y Dietética,1
Lucía,Torres Díaz,84342865@sima.com,lucía123,Ciencias de la Comunicación,4
Luis,Castillo Huamán,93788981@sima.com,luis123,Ingeniería de Sistemas e Informática,3
Alonso,Vargas Soto,75709987@sima.com,alonso123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Camila,Paredes Silva,64396369@sima.com,camila123,Nutrición y Dietética,8
Ana,Quispe Mamani,70673467@sima.com,ana123,Ingeniería de Minas,9
Fernando,Vargas Soto,85195685@sima.com,fernando123,Enfermería,5
Andrea,Paredes Silva,18874579@sima.com,andrea123,Ingeniería Ambiental,8
Andrea,García Pérez,78363270@sima.com,andrea123,Enfermería,6
Fernando,Castillo Huamán,72022203@sima.com,fernando123,Arquitectura,3
Ana,Cruz Fernández,51502989@sima.com,ana123,Ingeniería Mecánica,2
Andrea,Torres Díaz,27035644@sima.com,andrea123,Tecnología Médica - Radiología,10
Daniela,Mendoza López,44140405@sima.com,daniela123,Ingeniería de Sistemas e Informática,9
Valeria,Castillo Huamán,46844854@sima.com,valeria123,Nutrición y Dietética,3
Daniela,García Pérez,28054762@sima.com,daniela123,Ingeniería Civil,1
Diego,Castillo Huamán,44658537@sima.com,diego123,Arquitectura,7
José,Mendoza López,93999193@sima.com,josé123,Ciencias de la Comunicación,9
Lucía,Castillo Huamán,88518955@sima.com,lucía123,Ingeniería Mecatrónica,10
María,Torres Díaz,70838239@sima.com,maría123,Medicina Humana,5
Camila,García Pérez,63533092@sima.com,camila123,Ingeniería Empresarial,4
Kevin,Torres Díaz,60625939@sima.com,kevin123,Ingeniería Mecatrónica,1
Carlos,Castillo Huamán,69448251@sima.com,carlos123,Odontología,5
José,Castillo Huamán,90355011@sima.com,josé123,Ingeniería Eléctrica,1
Lucía,Torres Díaz,51608469@sima.com,lucía123,Enfermería,8
Jorge,Torres Díaz,83500157@sima.com,jorge123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Alonso,Vargas Soto,48613512@sima.com,alonso123,Derecho,10
Diego,Torres Díaz,40558171@sima.com,diego123,Ingeniería de Sistemas e Informática,9
Miguel,Paredes Silva,38689204@sima.com,miguel123,Odontología,10
María,García Pérez,97351234@sima.com,maría123,Odontología,7
Fernando,Torres Díaz,38011550@sima.com,fernando123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Ricardo,Castillo Huamán,45506268@sima.com,ricardo123,Ingeniería Mecatrónica,6
Fernando,García Pérez,18496312@sima.com,fernando123,Derecho,6
José,Mendoza López,20005254@sima.com,josé123,Odontología,3
Fernando,Ramos Medina,77128364@sima.com,fernando123,Ingeniería Eléctrica,8
Carlos,Mendoza López,62430965@sima.com,carlos123,Odontología,4
Ricardo,Ramos Medina,58922485@sima.com,ricardo123,Ingeniería Mecatrónica,2
Sofía,Mendoza López,62361104@sima.com,sofía123,Farmacia y Bioquímica,8
Lucía,Quispe Mamani,50304587@sima.com,lucía123,Ciencias de la Comunicación,5
Diego,García Pérez,62817203@sima.com,diego123,Ciencias de la Comunicación,5
María,Paredes Silva,21942708@sima.com,maría123,Nutrición y Dietética,4
Andrea,Paredes Silva,64360588@sima.com,andrea123,Enfermería,3
Jorge,Mendoza López,29721232@sima.com,jorge123,Ingeniería de Sistemas e Informática,1
Jorge,Vargas Soto,79103650@sima.com,jorge123,Ingeniería Eléctrica,3
Alonso,Torres Díaz,68692487@sima.com,alonso123,Tecnología Médica - Radiología,8
Luis,Castillo Huamán,66609048@sima.com,luis123,Ingeniería Mecatrónica,2
Camila,Castillo Huamán,18626753@sima.com,camila123,Arquitectura,5
Diego,Quispe Mamani,46962384@sima.com,diego123,Enfermería,4
Paula,Flores Rojas,30571220@sima.com,paula123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Andrea,Ramos Medina,62237164@sima.com,andrea123,Ingeniería de Minas,9
Luis,Flores Rojas,85606976@sima.com,luis123,Tecnología Médica - Terapia Física y Rehabilitación,10
Paula,Quispe Mamani,82219144@sima.com,paula123,Farmacia y Bioquímica,8
Ricardo,Mendoza López,17808172@sima.com,ricardo123,Enfermería,3
Carlos,Quispe Mamani,99441175@sima.com,carlos123,Ingeniería Industrial,2
Fernando,García Pérez,80287265@sima.com,fernando123,Ciencias de la Comunicación,6
Alonso,Quispe Mamani,67462574@sima.com,alonso123,Ciencias de la Comunicación,1
Alonso,Paredes Silva,48402861@sima.com,alonso123,Ingeniería Ambiental,4
Ana,Mendoza López,76176342@sima.com,ana123,Ingeniería Mecatrónica,9
María,Castillo Huamán,23750058@sima.com,maría123,Ingeniería Ambiental,3
Andrea,Torres Díaz,85777975@sima.com,andrea123,Ingeniería de Sistemas e Informática,3
Andrea,García Pérez,51929716@sima.com,andrea123,Tecnología Médica - Radiología,9
Elena,Paredes Silva,78472533@sima.com,elena123,Nutrición y Dietética,4
Elena,Vargas Soto,11408887@sima.com,elena123,Ciencias de la Comunicación,6
Camila,Paredes Silva,69070294@sima.com,camila123,Ciencias de la Comunicación,4
Paula,Ramos Medina,23622295@sima.com,paula123,Farmacia y Bioquímica,6
Alonso,Flores Rojas,73893095@sima.com,alonso123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
Lucía,Paredes Silva,56659660@sima.com,lucía123,Ingeniería Ambiental,3
Andrea,Quispe Mamani,79834068@sima.com,andrea123,Ciencias de la Comunicación,3
José,Ramos Medina,11561211@sima.com,josé123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,8
Kevin,Cruz Fernández,29854688@sima.com,kevin123,Ingeniería de Sistemas e Informática,2
Jorge,Flores Rojas,97752214@sima.com,jorge123,Arquitectura,9
Valeria,Torres Díaz,12598776@sima.com,valeria123,Tecnología Médica - Terapia Física y Rehabilitación,7
Jorge,Castillo Huamán,93913237@sima.com,jorge123,Ingeniería de Minas,8
Ana,Vargas Soto,60355143@sima.com,ana123,Ingeniería Eléctrica,10
Miguel,Torres Díaz,64433820@sima.com,miguel123,Ingeniería de Minas,2
Camila,Flores Rojas,38391792@sima.com,camila123,Ingeniería Civil,6
Paula,Ramos Medina,92076747@sima.com,paula123,Ingeniería de Minas,2
Valeria,García Pérez,44001767@sima.com,valeria123,Ingeniería Ambiental,10
